Id,GameID,Username,Bet,CashedOut,Bonus,Profit,BustedAt,PlayDate
17527380,3386215,user4000,1000,NA,NA,NA,1.18,2016-11-26T12:32:53Z
10923861,3345227,Dalles,1,1.13,0,0.13,3.45,2016-11-14T23:27:37Z
21371626,3406301,Dafuentesman,446,1.13,2.7,70.04,1.27,2016-12-02T05:55:14Z
9290981,3336571,Amiri220,20,NA,NA,NA,1.6,2016-11-12T12:34:23Z
17419194,3385575,MommiesStrats,13,NA,NA,NA,1.47,2016-11-26T08:09:44Z
513475,3297473,eckflf17,80,1.15,0,12,10.04,2016-11-01T09:28:57Z
22728538,3413102,runitrightnow,70,NA,NA,NA,7.82,2016-12-04T04:55:00Z
4226518,3315131,Gachi,1,NA,NA,NA,1.04,2016-11-06T10:04:14Z
2080410,3305578,LUKA,100,NA,NA,NA,1.71,2016-11-03T16:52:16Z
13490457,3361590,Taupe,1568,1.31,3.63,542.97,1.32,2016-11-19T13:48:42Z
18121002,3389944,Shadowshot3,231,1.69,0,159.39,2.82,2016-11-27T13:21:03Z
2069250,3305527,serg611,100,2,2.64,102.64,9.04,2016-11-03T16:31:24Z
3817082,3313374,Isnotaustin,3,1.05,0,0.15,3.12,2016-11-05T22:16:00Z
26013308,3431049,hotg,1,NA,NA,NA,1.17,2016-12-09T06:42:06Z
7787758,3330047,sr44,1,NA,NA,NA,1.22,2016-11-10T16:05:06Z
1365389,3301930,4fIGHty,8,NA,NA,NA,2.31,2016-11-02T15:44:25Z
4440037,3315981,elena98hp1,1,1.25,0,0.25,2.5,2016-11-06T15:59:30Z
23834151,3418714,Trox,1,NA,NA,NA,1.31,2016-12-05T19:14:37Z
5271461,3319558,ketchell,6,1.04,0,0.24,1.22,2016-11-07T16:27:25Z
19625663,3398027,CrazyLips,1266,NA,NA,NA,1.29,2016-11-29T21:00:42Z
3943487,3313902,joshuabeats,23,1.04,0,0.92,1.8,2016-11-06T01:47:39Z
14406657,3367469,prog123,193,NA,NA,NA,2.86,2016-11-21T05:39:04Z
1024439,3300110,TheCreeper,700,NA,NA,NA,1.67,2016-11-02T03:23:10Z
25982375,3430871,Dalles,1,1.12,3,0.15,1.52,2016-12-09T05:26:38Z
22666597,3412785,crazywitch2,5,1.2,0,1,13.59,2016-12-04T02:35:39Z
15432866,3373808,Shadowshot3,1,NA,NA,NA,1.52,2016-11-23T00:54:02Z
11428736,3348321,Shadowshot3,1,NA,NA,NA,3.93,2016-11-15T20:02:56Z
26156779,3431924,Santoshmaurya,3,NA,NA,NA,1.96,2016-12-09T12:37:30Z
26709287,3435250,swagdudeyolo223,2,NA,NA,NA,2.49,2016-12-10T10:58:02Z
3324517,3311410,soytthe,18,NA,NA,NA,1.03,2016-11-05T08:42:15Z
18553286,3392593,RUSSO2016,10,NA,NA,NA,0,2016-11-28T07:08:05Z
20915273,3404126,duyenxinh,13,NA,NA,NA,1.78,2016-12-01T15:13:23Z
6274377,3323621,LUKA,1000,NA,NA,NA,1.27,2016-11-08T20:15:52Z
26361008,3433083,1000yen,1,1.05,0,0.05,1.61,2016-12-09T20:24:54Z
11401206,3348162,Seller,2400,1.3,2.85,788.5,1.73,2016-11-15T19:03:47Z
9765400,3339095,sergunguz,1,NA,NA,NA,2.14,2016-11-13T05:57:48Z
25400473,3427247,Cryptomaniac,350,1.04,1.97,20.9,2.52,2016-12-08T04:42:21Z
26903456,3436198,Androidtlt,14,1.1,1.93,1.67,1.28,2016-12-10T17:40:21Z
21382069,3406351,decisions,25,1.53,4.6,14.4,1.61,2016-12-02T06:18:58Z
6011654,3322596,megainvest,374,2.94,0,725.56,8.61,2016-11-08T13:11:23Z
6678551,3325326,riabkin,1,1.1,2,0.12,1.49,2016-11-09T07:52:23Z
1443555,3302323,simas,1,NA,NA,NA,5.71,2016-11-02T18:26:44Z
13182944,3359338,stell4r,3,1.13,0,0.39,8.8,2016-11-18T22:46:12Z
8832849,3334398,Htaz9fncaMF,2360,NA,NA,NA,3.64,2016-11-11T21:49:08Z
15792217,3375812,elen77,10,NA,NA,NA,1.77,2016-11-23T14:33:40Z
26174762,3432037,inazuma,8,NA,NA,NA,3.78,2016-12-09T13:22:03Z
3019584,3310016,Zommau,10000,1.5,3.65,5365.16,7.77,2016-11-04T23:15:26Z
5875448,3322079,golu,1,NA,NA,NA,2.53,2016-11-08T09:36:31Z
25080866,3425324,murad24,1,1.5,1,0.51,6.95,2016-12-07T15:53:06Z
6162676,3323179,dim1983,80,NA,NA,NA,1.06,2016-11-08T17:07:09Z
4440315,3315982,pragna,55,NA,NA,NA,1.04,2016-11-06T15:59:53Z
14102665,3365460,andbig,9647,2,1.87,9827.19,3.25,2016-11-20T16:01:25Z
8278256,3332187,serg611,5,2,0,5,22.64,2016-11-11T06:29:18Z
14813515,3370115,NabilAmrani,815,1.05,0,40.75,1.61,2016-11-21T23:44:13Z
9233276,3336303,akatwo,1,1.04,0,0.04,1.87,2016-11-12T10:42:43Z
18893381,3394338,Trillious,1000,NA,NA,NA,1.1,2016-11-28T19:13:29Z
6003763,3322567,Skiff,100,NA,NA,NA,1.82,2016-11-08T13:00:56Z
1069680,3300404,PondBotBonus,1,NA,NA,NA,1.74,2016-11-02T05:25:26Z
4837336,3317679,Morgausa,7,NA,NA,NA,1.75,2016-11-07T03:38:07Z
7592968,3329231,bonprix,4,1.04,0,0.16,1.36,2016-11-10T10:47:43Z
22605973,3412458,FreakFruit,5,NA,NA,NA,1.1,2016-12-04T00:13:25Z
18589984,3392807,thin,220,1.34,3.17,81.78,2.12,2016-11-28T08:40:12Z
268112,3296163,kuzma24ru,8,NA,NA,NA,1.82,2016-11-01T00:41:37Z
11955734,3351537,Tim101101,50,1.05,0,2.5,115.86,2016-11-16T17:53:15Z
4137161,3314768,refclyou,16,1.04,0,0.64,3.31,2016-11-06T07:38:11Z
1276418,3301493,SHOLLEXHF,20,1.25,1.8,5.36,4.71,2016-11-02T12:46:16Z
23561406,3417484,MartinBot,1678,1.01,2.8,63.78,1.07,2016-12-05T10:49:09Z
21395884,3406416,clarkyclark,10,1.05,0,0.5,1.47,2016-12-02T06:45:27Z
13637937,3362478,qvazarr,5,1.1,5,0.75,1.11,2016-11-19T20:01:14Z
5010374,3318509,lebeatles,6,1.04,0,0.24,1.64,2016-11-07T08:57:40Z
23135325,3415123,Dougpuocl,8,1.13,1.5,1.16,1.2,2016-12-04T18:41:49Z
16171847,3378137,sanko11989,10,1.1,1.2,1.12,6.63,2016-11-24T06:27:18Z
10792410,3344502,rottor29,1,NA,NA,NA,1.19,2016-11-14T18:30:10Z
302069,3296357,fatboy,128,1.04,1.54,7.09,3.52,2016-11-01T02:03:42Z
23610173,3417716,Begin,20,NA,NA,NA,1.16,2016-12-05T12:25:26Z
24864181,3424139,MCWarriorz,113,1.05,0,5.65,10.68,2016-12-07T08:00:47Z
11553742,3349093,Profitz,100,1.05,3.08,8.08,1.29,2016-11-16T01:16:31Z
25743157,3429299,SmoothOperator,10,1.5,1.8,5.18,1.87,2016-12-08T18:39:11Z
6281658,3323649,dermitname,2000,1.01,2.96,79.25,1.11,2016-11-08T20:27:09Z
3189205,3310820,stevemoley,41000,NA,NA,NA,1.1,2016-11-05T04:49:30Z
23933720,3419224,krwok,10000,2.02,3.92,10591.76,2.96,2016-12-05T22:45:45Z
7114765,3327082,elena98hp1,2,1.25,0,0.5,3.86,2016-11-09T19:48:54Z
26485839,3433892,bobo12,10,1.03,1.4,0.44,1.19,2016-12-10T01:55:13Z
14672921,3369210,tlaelel,770,NA,NA,NA,1.24,2016-11-21T17:21:32Z
14386546,3367315,ShawnEyBoy,3000,1.33,2.27,1058.06,31.01,2016-11-21T04:34:13Z
19013821,3394951,evgeny1976,34,NA,NA,NA,1.05,2016-11-28T23:29:49Z
5466507,3320342,JohnL,5,1.71,5,3.8,2.86,2016-11-07T21:39:04Z
24974649,3424741,GordanFreman,2,NA,NA,NA,1.3,2016-12-07T11:57:02Z
2613087,3308194,Kevzer,5000,1.23,1.31,1215.47,2.05,2016-11-04T10:48:01Z
14646027,3369029,znay22,11,1.1,1.45,1.26,44.65,2016-11-21T16:05:11Z
20616091,3402814,Faintechos,20,1.5,1.5,10.3,1.59,2016-12-01T06:11:54Z
17538783,3386279,orlovesky,3045,NA,NA,NA,1.1,2016-11-26T12:56:21Z
457820,3297207,a223532a,18,NA,NA,NA,3.32,2016-11-01T07:42:05Z
1822832,3304347,Zork123,100,1.06,2.56,8.56,1.08,2016-11-03T08:22:39Z
15853972,3376167,ardu,20,NA,NA,NA,1.55,2016-11-23T16:55:37Z
1132541,3300768,meanmachine1,250,1.1,0,25,5.5,2016-11-02T07:56:05Z
24073497,3419960,bustacoin2017,1,NA,NA,NA,5,2016-12-06T03:56:00Z
8667975,3333700,morcoteg,40,1.11,0,4.4,2.41,2016-11-11T17:06:41Z
2333288,3306847,207Clark,10,1.11,0,1.1,2.13,2016-11-04T01:14:19Z
22654432,3412722,Camthebitman,5,2.5,2.6,7.63,3.21,2016-12-04T02:08:22Z
26114853,3431657,TInuMN,20,1.05,0,1,3.7,2016-12-09T10:50:31Z
26582761,3434526,Damnit,500,NA,NA,NA,1.35,2016-12-10T06:02:42Z
19473974,3397351,dusmar,32,2,0,32,2.57,2016-11-29T16:19:34Z
17792250,3387823,lionaxy,3000,1.5,0,1500,3.91,2016-11-26T23:16:08Z
3606281,3312571,eckflf17,400,2.05,2.88,431.52,4.05,2016-11-05T16:36:57Z
4030143,3314304,NabilAmrani,3,5,4.33,12.13,16.36,2016-11-06T04:28:54Z
10748406,3344274,drone,10,NA,NA,NA,1.04,2016-11-14T16:58:13Z
19836293,3399104,Mukhtar,525,NA,NA,NA,1.54,2016-11-30T04:25:06Z
12196532,3353096,bagen,6,NA,NA,NA,1.04,2016-11-17T04:24:22Z
732768,3298533,artysem,8,1.04,0.75,0.38,2.28,2016-11-01T16:39:05Z
9265945,3336458,rsf,1,NA,NA,NA,2.87,2016-11-12T11:47:21Z
13932531,3364470,henryhouse,10,1.2,1.6,2.16,3.27,2016-11-20T09:29:30Z
5171827,3319180,Tulus72,52,1.1,0,5.2,3.62,2016-11-07T13:50:07Z
19615114,3397974,KaneW1,13,NA,NA,NA,1.76,2016-11-29T20:40:53Z
7167623,3327290,sosaveli,6,1.09,0,0.54,1.41,2016-11-09T21:22:48Z
362315,3296695,eva22,1,1.1,3,0.13,1.61,2016-11-01T04:22:12Z
19388435,3396945,OnTheMoon22,256,NA,NA,NA,3.6,2016-11-29T13:25:04Z
17528465,3386221,overa,2000,1.05,0,100,1.43,2016-11-26T12:35:13Z
8410337,3332747,dim4659,4,NA,NA,NA,2.44,2016-11-11T10:27:27Z
8691637,3333786,post1,1,1.46,3,0.49,1.88,2016-11-11T17:39:22Z
26671221,3435034,mN3fUH0L,50,1.1,0,5,1.72,2016-12-10T09:30:10Z
7249036,3327639,kikos2010,1,1.1,0,0.1,1.34,2016-11-09T23:51:44Z
15578988,3374656,hotg,120,1.25,2.67,33.21,1.64,2016-11-23T06:44:31Z
2419094,3307316,RyanDunn,5000,1.26,0,1300,3.7,2016-11-04T04:36:14Z
16389569,3379398,Ferreck,15,1.13,0,1.95,6.33,2016-11-24T15:03:17Z
6064707,3322792,hotg,1,1.46,2,0.48,2.98,2016-11-08T14:33:45Z
19787884,3398846,Tekosan,300,1.33,4.74,113.22,3.58,2016-11-30T02:43:39Z
17552973,3386363,alextih888,5,5,1.4,20.07,6.93,2016-11-26T13:30:01Z
20070821,3400255,bagration,2,NA,NA,NA,1.48,2016-11-30T12:19:54Z
5879529,3322096,serg53,240,2,4.17,250.01,2.42,2016-11-08T09:44:02Z
17404918,3385481,coday,5000,NA,NA,NA,1.07,2016-11-26T07:31:59Z
21776387,3408179,Bator,2,1.14,3.5,0.35,1.6,2016-12-02T18:52:02Z
767514,3298703,Igoryan7676,1,NA,NA,NA,1.33,2016-11-01T17:50:46Z
7261955,3327700,mattiasc,1,2,1,1.01,2.24,2016-11-10T00:12:16Z
18266323,3390756,hoaithuong,44,NA,NA,NA,3.53,2016-11-27T19:00:15Z
485669,3297338,padma,2,NA,NA,NA,1.1,2016-11-01T08:33:46Z
3623015,3312638,Nekropeon,100,1.2,0,20,1.37,2016-11-05T17:06:00Z
4149992,3314817,coinminers,672,NA,NA,NA,1.07,2016-11-06T08:01:00Z
24815136,3423877,shawnw528,953,NA,NA,NA,2.55,2016-12-07T06:14:56Z
8827363,3334375,nrebeca,3,1.2,3.33,0.7,1.31,2016-11-11T21:42:02Z
21599658,3407352,aleks7974,30,1.55,0,16.5,4.33,2016-12-02T13:15:19Z
25105470,3425452,Mattman,52,1.05,3.29,4.31,1.18,2016-12-07T16:41:13Z
2822033,3309133,conleyj01,350,1.01,1.85,9.97,1.12,2016-11-04T17:05:02Z
26338477,3432954,Shadowshot3,11,NA,NA,NA,1.2,2016-12-09T19:34:13Z
21191586,3405286,mattiasc2,1,NA,NA,NA,1.05,2016-12-01T23:14:36Z
16100774,3377705,Babuan12345,2,NA,NA,NA,1.13,2016-11-24T03:30:41Z
20525464,3402346,AwkTurtle,6,1.1,1.33,0.68,1.28,2016-12-01T02:55:53Z
7666777,3329545,Kostyaw,270,1.13,1.37,38.79,1.54,2016-11-10T12:53:43Z
13205095,3359498,lelik3310,53,2,0,53,16.94,2016-11-18T23:52:31Z
993031,3299910,Pa__V,6,NA,NA,NA,1.11,2016-11-02T02:02:50Z
5565226,3320772,dim4659,1,NA,NA,NA,1.37,2016-11-08T00:44:08Z
4618180,3316693,DUMbl4,4,18,4.5,68.18,43.71,2016-11-06T20:50:26Z
7385641,3328292,dakadea,3,1.04,0,0.12,1.58,2016-11-10T04:23:00Z
1164641,3300931,thegamebeoi,9,1.04,1.11,0.46,1.17,2016-11-02T09:04:33Z
19149275,3395760,drsv,10,1.13,0,1.3,6.73,2016-11-29T05:17:18Z
1271489,3301466,Kuinox,10,NA,NA,NA,1.49,2016-11-02T12:34:26Z
882014,3299285,s3cr3t1,76,1.05,0,3.8,1.2,2016-11-01T21:50:35Z
9654075,3338413,wqeqwfsd3,1000,1.33,1.64,346.35,2.25,2016-11-13T01:09:24Z
20032953,3400069,PIXI,233,NA,NA,NA,1.25,2016-11-30T11:04:07Z
19870382,3399280,stell4r,6,1.13,0,0.78,5.44,2016-11-30T05:42:25Z
11994444,3351757,gebriel,4191,NA,NA,NA,1.14,2016-11-16T19:22:14Z
11292129,3347596,Fossil1554,31,NA,NA,NA,1.08,2016-11-15T15:12:36Z
14732623,3369590,TonyMontana,1,1.14,1,0.15,2.33,2016-11-21T20:04:26Z
22008735,3409533,nrebeca,1,NA,NA,NA,1.13,2016-12-03T04:08:31Z
13642904,3362506,igogor1987,20,2,3.4,20.68,2.48,2016-11-19T20:13:14Z
15214902,3372521,hotg,50,1.13,0,6.5,9.04,2016-11-22T16:05:42Z
11645220,3349739,bagration,2,1.33,1.5,0.69,2.49,2016-11-16T05:40:22Z
9123980,3335744,Seller,80,1.34,4.26,30.61,1.38,2016-11-12T07:01:36Z
14625137,3368886,TyRex,590,1.3,1.51,185.92,67.81,2016-11-21T15:08:38Z
13555001,3361994,AsianCanadians,100,1.1,0,10,1.34,2016-11-19T16:33:58Z
22026265,3409640,RUSSO2016,154,1.05,0,7.7,2.04,2016-12-03T04:55:24Z
7900555,3330513,Vjacheslav123,1,1.1,0,0.1,2.23,2016-11-10T19:09:42Z
8494821,3333079,bonprix,2,1.04,0,0.08,6.57,2016-11-11T12:51:30Z
8695214,3333801,nrebeca,3,1.2,0,0.6,1.48,2016-11-11T17:45:16Z
21605564,3407379,XBL-Revolution,100,1.05,2.38,7.38,2.7,2016-12-02T13:25:22Z
12310026,3353805,MaseSpace,2100,NA,NA,NA,1.12,2016-11-17T09:20:50Z
142591,3295463,Spayli,1000,1.05,0,50,8.65,2016-10-31T20:04:55Z
6989086,3326581,MegureRain,19,NA,NA,NA,2.52,2016-11-09T16:19:18Z
20455755,3401994,Jacksondubart,38,NA,NA,NA,3.13,2016-12-01T00:31:39Z
11478722,3348610,Gabryciarm,3,NA,NA,NA,1.26,2016-11-15T21:57:00Z
20568760,3402576,ugneri,4,1.05,0,0.2,1.59,2016-12-01T04:28:15Z
4320165,3315516,Gargus,2,NA,NA,NA,5.67,2016-11-06T12:44:44Z
1761382,3304031,thegamebeoi,13,1.04,0,0.52,10.15,2016-11-03T06:07:07Z
39922,3294980,PM_UR_TITS,1,NA,NA,NA,1,2016-10-31T16:48:38Z
18948461,3394604,vicks1990,1,NA,NA,NA,1.07,2016-11-28T21:04:02Z
12111782,3352505,Shadowshot3,50,1.21,3.46,12.23,2.77,2016-11-17T00:19:56Z
12746621,3356483,ubicute,290,1.1,0,29,148.78,2016-11-18T03:27:36Z
10736177,3344208,Shadowshot,20,NA,NA,NA,1.64,2016-11-14T16:28:48Z
23714736,3418186,bustacoin2017,42,NA,NA,NA,1.7,2016-12-05T15:40:48Z
2046080,3305418,pakdekita,7,NA,NA,NA,1.15,2016-11-03T15:42:48Z
2358228,3306980,morcoteg,39,1.11,2,5.07,3.47,2016-11-04T02:09:21Z
844544,3299090,rottor29,37,1.75,4.19,29.3,9.4,2016-11-01T20:30:27Z
19555658,3397701,philvil,6,NA,NA,NA,1.68,2016-11-29T18:49:41Z
10050288,3340605,cowbay,10,1.03,0,0.3,17.42,2016-11-13T16:23:54Z
14208519,3366071,calvinmoo,1,1.05,0,0.05,4.7,2016-11-20T20:09:45Z
23330575,3416196,nbkshocks,54,3,1.63,108.88,8.01,2016-12-05T01:56:32Z
22074174,3409894,Moneycame1,569,1.45,0,256.05,3.6,2016-12-03T06:40:50Z
3626920,3312653,AmericanNinja,50,NA,NA,NA,1.11,2016-11-05T17:10:34Z
24770080,3423612,untunghornet,1,NA,NA,NA,1.51,2016-12-07T04:22:17Z
20695250,3403158,ElenaV,3,NA,NA,NA,3.55,2016-12-01T08:31:57Z
19852363,3399190,batangmelle2,200,NA,NA,NA,1.73,2016-11-30T05:02:45Z
785793,3298793,toysstewart,7,1.04,0,0.28,2.05,2016-11-01T18:32:52Z
13752848,3363285,FreakFruit,25,NA,NA,NA,1.54,2016-11-20T01:34:47Z
12611682,3355514,znay22,10,1.1,0,1,8.78,2016-11-17T20:54:47Z
16857918,3382079,Johnny91,205,1.45,4.2,100.85,1.88,2016-11-25T09:02:27Z
12607900,3355493,loog,70,1.53,2.03,38.52,1.64,2016-11-17T20:48:36Z
4622141,3316709,post1,10,1.44,4.2,4.82,1.46,2016-11-06T20:57:17Z
22586970,3412355,krwok,11363,NA,NA,NA,1.35,2016-12-03T23:33:23Z
19188525,3395960,cgrant57,15,1.05,0,0.75,2.02,2016-11-29T06:43:18Z
13082270,3358675,Bator2,1,1.14,0,0.14,1.56,2016-11-18T18:18:44Z
14795968,3369991,psycworld,12,1.75,0,9,9.59,2016-11-21T22:52:13Z
18870484,3394225,MartinBot,189,1.22,0,41.58,3.53,2016-11-28T18:28:55Z
21915434,3408920,Matchuga,10,1.15,4.5,1.95,1.44,2016-12-03T00:08:34Z
1858058,3304523,alexsoft76bank,1,1.1,2,0.12,2.08,2016-11-03T09:36:31Z
18850260,3394121,fluxxy,40000,1.2,0,8e3,2.02,2016-11-28T17:48:49Z
10279212,3341671,o_p_,93,NA,NA,NA,1.24,2016-11-13T23:38:40Z
19373555,3396875,Hotbit,4300,1.1,0,430,9.2,2016-11-29T12:52:58Z
1169312,3300954,biga,27,1.3,2.96,8.9,2.69,2016-11-02T09:13:51Z
17099485,3383441,hoaithuong,286,NA,NA,NA,3.05,2016-11-25T18:07:25Z
21762743,3408112,MARLBOROREDS,1200,2,5.96,1271.51,2.9,2016-12-02T18:23:22Z
11367034,3347985,Ralphie15,2,2.1,2,2.24,2.82,2016-11-15T17:52:30Z
1627636,3303298,Pa__V,7,NA,NA,NA,1.01,2016-11-03T01:07:33Z
3913766,3313772,ShadowshotBank,4,NA,NA,NA,1.15,2016-11-06T00:54:48Z
13493553,3361610,drs9,1,1.51,0,0.51,2.1,2016-11-19T13:56:43Z
18004650,3389233,Poisonleaf,2,NA,NA,NA,2.19,2016-11-27T08:37:15Z
24573676,3422486,rovaz,1,1.32,0,0.32,13.63,2016-12-06T20:41:59Z
9108320,3335662,water6041,11,NA,NA,NA,1.07,2016-11-12T06:27:00Z
7407481,3328399,yusk68,10,3.71,1.7,27.27,35.93,2016-11-10T05:05:01Z
12451340,3354644,onegavon,22,NA,NA,NA,1.41,2016-11-17T14:59:58Z
2234321,3306320,LordCoder,56,2.02,5.43,60.16,3.41,2016-11-03T21:43:36Z
9283160,3336535,Dissee,1,1.3,0,0.3,19.72,2016-11-12T12:19:17Z
18930880,3394517,TInuMN,20,1.05,1.45,1.29,1.18,2016-11-28T20:28:48Z
16460287,3379775,Annakent,9,NA,NA,NA,2.17,2016-11-24T17:30:01Z
10509664,3342970,vsvlv,50,1.05,0,2.5,12.23,2016-11-14T08:16:17Z
24473353,3421927,Korefan,160,2,2.9,164.64,2.25,2016-12-06T16:54:30Z
18463772,3391982,Sp1cy,2048,NA,NA,NA,1.34,2016-11-28T02:58:36Z
15548372,3374495,yusk68,1,1.7,2,0.72,1.94,2016-11-23T05:36:30Z
7158421,3327255,Sezmor,1,1.1,0,0.1,1.41,2016-11-09T21:11:00Z
14175004,3365879,GK86,53,NA,NA,NA,1.5,2016-11-20T18:54:29Z
588683,3297834,Shadowshot2,2,1.2,0,0.4,750.42,2016-11-01T11:54:47Z
12423475,3354479,Dalles,3,NA,NA,NA,1.07,2016-11-17T13:55:38Z
19769333,3398751,payboy,303,1.1,0,30.3,5.7,2016-11-30T02:02:20Z
23590510,3417623,ksenaSS_02,10,NA,NA,NA,1.08,2016-12-05T11:46:12Z
21472821,3406764,HD2020,4,NA,NA,NA,1.05,2016-12-02T09:10:32Z
12249588,3353454,ujan14,19,2.3,1.21,24.93,3.47,2016-11-17T06:56:56Z
8395843,3332686,Escalade,6,NA,NA,NA,2.85,2016-11-11T10:00:01Z
26528114,3434178,7lava,1,1.1,2,0.12,1.12,2016-12-10T03:50:29Z
22668909,3412798,Stuck,155,NA,NA,NA,1.56,2016-12-04T02:41:33Z
9380964,3336981,wnsduq3004,67915,2,0,67915,5.53,2016-11-12T15:20:13Z
13305603,3360299,cxm_6,1,1.82,4,0.86,1.91,2016-11-19T05:11:46Z
71997,3295126,lapar009,4624,NA,NA,NA,3.93,2016-10-31T17:46:14Z
18334851,3391143,nahue99,19,NA,NA,NA,2.51,2016-11-27T21:30:07Z
2369494,3307042,yusk68,100,1.12,1.31,13.31,1.17,2016-11-04T02:35:43Z
22082336,3409932,lonelyfaggot,6,NA,NA,NA,1.77,2016-12-03T06:57:26Z
3736360,3313058,voevoda,10,NA,NA,NA,1.3,2016-11-05T20:02:51Z
15476619,3374085,prog123,320,NA,NA,NA,1.6,2016-11-23T02:43:19Z
7185954,3327363,losos,10,1.05,0,0.5,2.41,2016-11-09T21:56:10Z
15766621,3375662,Babuan12345,11,NA,NA,NA,1.72,2016-11-23T13:29:12Z
6917296,3326280,Angel777fire,1,1.98,0,0.98,5.5,2016-11-09T14:14:43Z
16141985,3377950,gundala,331,NA,NA,NA,1.08,2016-11-24T05:13:52Z
12119685,3352567,Shadowshot2,50,1.51,1.26,26.13,1.7,2016-11-17T00:44:39Z
17933982,3388768,Sacred141,300,1.04,0,12,2.03,2016-11-27T05:33:49Z
5300309,3319674,Bator,2,1.14,0,0.28,3.46,2016-11-07T17:12:01Z
14350393,3367042,Jbreese99,2000,NA,NA,NA,3.81,2016-11-21T02:46:07Z
16541914,3380208,kangys89,65,NA,NA,NA,1.22,2016-11-24T20:30:08Z
7713802,3329741,xpos,50,1.2,0,10,4.84,2016-11-10T14:04:08Z
1092637,3300547,Pods,35310,NA,NA,NA,3.17,2016-11-02T06:18:32Z
19241035,3396223,yusk68,10,1.1,0,1,2.53,2016-11-29T08:29:32Z
25852659,3429949,ghounit,20,NA,NA,NA,1.03,2016-12-08T23:08:45Z
5295980,3319656,rikso88,65,NA,NA,NA,1.27,2016-11-07T17:06:03Z
6323504,3323822,sarmat545,58,1.11,0,6.38,2.1,2016-11-08T21:38:59Z
22479626,3411844,Greedyman,10,NA,NA,NA,1.62,2016-12-03T20:03:59Z
16821102,3381881,Basotik,8,NA,NA,NA,36.19,2016-11-25T07:42:45Z
3341655,3311480,ItsArtist,5000,1.18,0,900,2.53,2016-11-05T09:14:09Z
11304802,3347663,onise222,18,1.5,3.72,9.67,2.99,2016-11-15T15:40:44Z
24346116,3421267,swagdudeyolo123,1,NA,NA,NA,1.05,2016-12-06T12:37:22Z
1081047,3300475,Kamatoz,2,1.05,1.5,0.13,1.27,2016-11-02T05:52:19Z
14062391,3365224,Luxo,10,NA,NA,NA,1.02,2016-11-20T14:30:06Z
3104370,3310429,RedJive,49,NA,NA,NA,1.45,2016-11-05T02:13:57Z
21846623,3408551,drusha2006,12,1.33,0,3.96,22.69,2016-12-02T21:28:22Z
18386938,3391453,Dramacydal,500,NA,NA,NA,2.26,2016-11-27T23:39:23Z
4513626,3316277,Taupe,2,1.1,0,0.2,6.27,2016-11-06T18:01:00Z
25452129,3427587,Kirr923,25,NA,NA,NA,1.51,2016-12-08T07:04:30Z
8142602,3331573,rottor29,2,NA,NA,NA,2.45,2016-11-11T02:18:30Z
13816162,3363725,tahaege,20000,1.24,2.46,5292.04,2.64,2016-11-20T04:23:29Z
16207648,3378356,domse_,10,NA,NA,NA,1.15,2016-11-24T07:54:49Z
755842,3298644,Pods,100,1.11,0,11,113.15,2016-11-01T17:23:32Z
6096281,3322914,objetiv,9,1.04,3.22,0.65,1.14,2016-11-08T15:20:16Z
14108790,3365496,diemtran,56,5,2.84,225.59,16.88,2016-11-20T16:17:39Z
26568523,3434435,bobo12,10,1.03,0,0.3,2.9,2016-12-10T05:29:00Z
4967353,3318311,railsgers,5,NA,NA,NA,1.02,2016-11-07T07:37:11Z
4911678,3318038,tarina,159,NA,NA,NA,1.08,2016-11-07T05:51:33Z
11302512,3347651,cowbay,10,1.35,0,3.5,3.79,2016-11-15T15:37:23Z
19329422,3396660,TurtleDank,1,1.55,1,0.56,4.14,2016-11-29T11:27:13Z
14552700,3368428,Dex,3333,1.05,0,166.65,7.89,2016-11-21T12:10:54Z
2400161,3307217,Rouge,2839,3,3.98,5791.01,4.39,2016-11-04T03:52:15Z
2048068,3305427,RiN335,10,NA,NA,NA,1.52,2016-11-03T15:46:03Z
14313056,3366750,bagenof,9,NA,NA,NA,4.48,2016-11-21T00:47:38Z
23174863,3415316,-tuyul-,6,NA,NA,NA,1.07,2016-12-04T19:59:18Z
19173964,3395887,vicks1990,2,NA,NA,NA,1.25,2016-11-29T06:15:46Z
14846968,3370360,Ackaron76,2,3.2,2.5,4.45,4.2,2016-11-22T01:25:29Z
2195412,3306134,maras,96000,1.18,1.72,18935.85,5.32,2016-11-03T20:27:30Z
21661677,3407640,Olafr,1000,1.1,0,100,2.25,2016-12-02T15:16:18Z
15187974,3372372,Fakeedge,4500,NA,NA,NA,1.54,2016-11-22T15:12:02Z
11484587,3348646,drsv,1,1.48,2,0.5,25.46,2016-11-15T22:12:05Z
23475000,3417046,moskovskiy03,100,NA,NA,NA,1,2016-12-05T07:49:24Z
23427052,3416775,TurtleDank,2,1.55,1.5,1.13,2.69,2016-12-05T05:59:47Z
21038146,3404590,FC_Barcelona,10,NA,NA,NA,12.15,2016-12-01T18:26:54Z
4644469,3316803,lady-d,15,3,4.47,30.67,11.89,2016-11-06T21:34:30Z
502504,3297419,benjovis,6,NA,NA,NA,1.03,2016-11-01T09:05:07Z
15524238,3374353,banksome,39,NA,NA,NA,2.7,2016-11-23T04:37:31Z
23894968,3419020,Mattman,7,1.2,3.43,1.64,2.16,2016-12-05T21:24:12Z
