product_id,rating,reviews
F36993,2.9,45.0
CM4773,4.9,80.0
BB1879,4.0,86.0
BB1878,2.6,97.0
BA9109,2.8,15.0
BB6079,2.4,56.0
BY2405,4.8,16.0
CJ8985,3.5,97.0
CL9949,4.4,7.0
CM0041,2.2,24.0
CK1083,2.7,0.0
CL0213,4.5,39.0
B43659,2.9,54.0
BC0516,3.9,62.0
BB9426,4.3,83.0
F34426,2.6,50.0
BD7810,2.5,18.0
B44699,3.6,54.0
EF8373,4.7,52.0
EG7971,4.8,76.0
EG7972,4.8,78.0
AQ0106,2.0,1.0
F34813,4.0,59.0
EE7379,3.7,85.0
EE9631,3.0,75.0
CK9819,2.5,16.0
EH1172,2.9,7.0
EE9635,4.1,34.0
EF9612,3.3,24.0
EH1851,3.8,79.0
EG1713,4.2,48.0
CM5923,2.2,72.0
CM5942,4.1,40.0
CM5932,2.5,82.0
CM5937,,
CM5933,3.0,18.0
CM5924,3.8,98.0
CM5938,3.3,91.0
EG4344,4.7,0.0
EG5839,4.6,94.0
EF8850,3.0,5.0
CL9957,2.0,66.0
B37704,4.6,50.0
CL9964,4.8,66.0
EF0804,3.2,79.0
EG1144,3.4,18.0
EG1146,4.7,78.0
EH1531,4.3,30.0
EE4316,3.1,35.0
EG1393,2.6,83.0
EG0978,2.7,25.0
EG0959,4.2,66.0
EE4185,4.1,25.0
EG0693,1.0,41.0
EF1043,2.0,13.0
EH1530,4.7,54.0
DB3145,4.4,4.0
CL7378,3.3,78.0
EG1391,3.2,98.0
FV4284,4.5,1.0
EG0695,4.0,40.0
EE5403,3.3,90.0
F35565,3.1,51.0
EE4935,2.4,15.0
F36392,4.7,72.0
EE5597,4.6,11.0
EG4370,3.2,14.0
EE7888,4.9,2.0
DB0156,3.9,48.0
EE7686,1.5,65.0
D96523,3.7,85.0
EG3278,4.2,5.0
EF6989,3.5,67.0
D96524,4.6,57.0
F35626,2.2,78.0
F35629,5.0,19.0
F35619,2.5,14.0
EF1162,5.0,52.0
G27244,1.0,64.0
CP9196,2.2,23.0
CP9028,4.1,88.0
CP8933,2.7,23.0
CP9029,3.2,18.0
BB9345,4.7,27.0
DB2064,5.0,34.0
DB2188,3.4,86.0
DB2125,4.2,65.0
DA9588,,
DB2080,3.6,24.0
DB2463,4.7,96.0
DB2166,4.9,86.0
BB9185,1.5,29.0
BC0552,3.0,12.0
BC0316,2.5,46.0
BB9375,2.2,51.0
D97992,2.8,47.0
BB8113,3.9,85.0
B43665,1.0,77.0
BB9188,2.0,20.0
EE7042,4.8,42.0
BB6280,4.9,8.0
CK9455,0.0,12.0
CG4019,3.5,72.0
F35784,2.5,84.0
BB6291,1.0,28.0
CQ3176,4.5,79.0
D97306,2.8,53.0
D97451,2.8,43.0
CK9859,3.1,7.0
G28832,2.4,43.0
EF5431,3.7,11.0
F34393,1.5,39.0
EF4258,2.0,85.0
CM5970,4.6,85.0
AQ0533,2.6,40.0
EG4958,3.3,92.0
280648,4.2,54.0
288022,3.3,95.0
CK9857,2.0,14.0
CL9944,4.5,3.0
FW0536,0.0,10.0
EF0709,2.7,58.0
BB6351,2.4,72.0
FU8299,3.7,32.0
CK9684,1.5,30.0
DB2071,3.1,90.0
BB9335,3.8,37.0
F36199,3.8,93.0
FV8788,4.3,4.0
EE6255,4.7,36.0
EE9845,2.0,95.0
EF0416,4.8,69.0
EF3830,4.2,20.0
EG3106,4.4,6.0
EG3667,4.8,91.0
FV3907,4.3,88.0
CM4815,2.5,5.0
FV4287,2.8,8.0
FV4291,1.0,6.0
BY9260,2.5,64.0
BB5478,,
CM4832,3.6,21.0
AQ8531,3.8,56.0
G27706,4.0,34.0
CK9655,0.0,24.0
EF4690,0.0,51.0
EF4689,4.6,93.0
EG4959,2.4,12.0
F35611,3.5,68.0
FV3017,0.0,21.0
FV2807,3.5,52.0
EG3284,3.0,62.0
F35383,3.5,30.0
F34412,2.2,87.0
EE9663,3.1,56.0
CQ2332,2.6,97.0
EE7744,3.8,25.0
EE7801,4.4,13.0
EF5945,3.5,43.0
FV4649,4.0,80.0
EF5891,2.8,20.0
EF5884,3.8,77.0
EH0169,4.4,44.0
EG7964,3.4,63.0
FV3023,4.7,40.0
EH0175,4.2,62.0
BB9347,4.9,75.0
FV2872,4.6,86.0
CP8971,2.6,15.0
F35341,5.0,64.0
FX4259,3.2,71.0
BB9367,4.5,54.0
CG6830,3.3,50.0
BB8090,3.2,3.0
EF8368,3.1,71.0
EE7695,3.2,67.0
EG6208,1.0,52.0
EE7678,3.9,83.0
EF1357,3.0,15.0
G27367,2.2,49.0
EF1240,4.3,43.0
EF8287,4.6,54.0
EF8292,3.7,22.0
EF2380,1.0,94.0
CM4816,4.7,9.0
CM4936,5.0,10.0
FW5354,3.2,9.0
FW8153,3.5,89.0
CM4881,2.5,82.0
F34408,2.7,0.0
CL7362,2.8,4.0
F35594,5.0,70.0
EF9237,4.4,46.0
CG6465,,
B43739,4.8,9.0
F35316,2.7,66.0
EE5803,1.0,88.0
EG3730,4.9,11.0
CM6084,2.6,6.0
EF4261,4.1,66.0
FW2154,2.0,35.0
CL7640,2.4,96.0
G26989,3.3,15.0
EE7720,4.7,34.0
B37698,2.7,57.0
CM6072,4.4,65.0
CK9795,3.5,87.0
FU8940,4.1,52.0
CL9923,3.6,91.0
BY4027,3.7,11.0
F35621,3.0,54.0
EE9554,2.0,6.0
B37697,2.0,22.0
FV7538,3.8,26.0
D97436,4.3,77.0
EE7692,3.4,23.0
EE9664,0.0,12.0
EE6036,4.8,53.0
FV7536,3.6,47.0
EH0151,2.4,80.0
CM5985,2.6,76.0
CM5951,2.7,81.0
CM5952,3.4,33.0
CM5964,4.1,75.0
EF1343,3.7,87.0
EF4343,2.0,15.0
B44142,1.5,43.0
EE4320,4.0,88.0
CL0252,3.8,22.0
EE7904,2.2,26.0
CM4885,4.7,7.0
BY4061,2.4,50.0
G26565,3.6,74.0
F36333,1.0,56.0
CL9986,3.3,46.0
EF8210,2.5,64.0
CL9976,3.0,61.0
EE4805,3.5,11.0
EF1814,3.3,97.0
EG0953,4.5,51.0
CM5915,4.2,57.0
G27504,4.4,49.0
BD7819,4.8,13.0
EF4260,3.8,50.0
EF4001,2.0,65.0
EF4262,4.7,3.0
EF5432,,
EF4028,5.0,50.0
EG8354,2.6,54.0
EG8355,3.6,80.0
CM4551,2.0,98.0
FV3018,4.8,87.0
EE4324,3.8,70.0
F34469,2.8,30.0
F35381,2.5,75.0
B96558,4.1,24.0
BA7376,3.4,63.0
B37435,4.3,49.0
F36334,4.1,52.0
CL7338,3.1,5.0
CQ1108,3.6,70.0
FV4083,3.4,61.0
CK1084,4.7,46.0
CQ1129,3.2,33.0
CQ1114,3.9,26.0
B22729,2.7,14.0
F36236,2.6,68.0
F36232,4.1,94.0
DB3555,2.2,16.0
B42259,4.0,33.0
B22728,3.8,48.0
B27818,2.8,16.0
B22721,2.5,75.0
B22726,4.3,47.0
B22762,1.0,13.0
B41486,2.0,49.0
B41686,3.6,44.0
B41776,4.3,76.0
F36221,3.1,41.0
B22790,0.0,41.0
BD7809,4.5,50.0
EG1212,2.8,94.0
EG1346,2.0,94.0
DB1347,3.0,2.0
F35595,2.7,67.0
B96569,2.9,24.0
F35593,4.8,46.0
EF2099,4.3,90.0
G27132,4.7,81.0
DB3389,0.0,40.0
EF1649,3.7,12.0
EF1698,1.5,52.0
EF2208,3.3,40.0
EG0964,2.0,0.0
EG7202,4.5,78.0
EG7130,4.4,70.0
FU8926,5.0,32.0
EF1707,3.8,26.0
G54739,4.7,26.0
B44705,,
DA8693,4.1,88.0
CM0105,2.7,87.0
F34611,4.3,77.0
EG5933,4.9,94.0
BB6574,4.5,96.0
BD7878,2.5,70.0
CK8040,2.8,53.0
CK8037,3.3,53.0
CK8039,3.9,56.0
EE6254,3.6,75.0
EE6081,0.0,94.0
EE7383,4.1,60.0
EE9665,4.2,16.0
EE6111,5.0,94.0
D97654,4.4,38.0
EE6112,4.5,23.0
CL9854,0.0,10.0
EE4284,3.5,39.0
EF0609,4.7,72.0
CM0060,3.5,86.0
G26566,1.0,19.0
EF0500,3.6,48.0
F34375,4.5,16.0
EG1851,2.8,2.0
BB7236,3.8,1.0
CP9392,2.0,58.0
F34573,4.8,62.0
CL9853,3.0,26.0
EF2378,4.1,5.0
F34390,4.6,41.0
CL9851,0.0,64.0
F36412,1.0,59.0
BB9425,2.5,91.0
S78048,4.1,13.0
G27463,3.5,4.0
B44869,4.8,88.0
CM0002,4.1,53.0
EH1837,3.9,56.0
EF2392,4.3,52.0
EH0433,2.8,87.0
EE4393,4.3,28.0
EE9642,4.7,40.0
EG0692,2.5,88.0
F34376,3.9,87.0
DA9997,3.9,76.0
G28527,2.5,43.0
CQ0443,4.9,22.0
EE9555,3.8,5.0
EE9027,4.9,81.0
G28523,3.2,94.0
DB3390,1.5,33.0
BB9440,3.4,17.0
CP8932,,
D97959,3.0,59.0
D97609,1.0,18.0
BB9187,1.0,80.0
AQ0407,3.1,74.0
FW5366,3.4,38.0
CJ8979,3.7,52.0
B42099,5.0,8.0
CM0042,3.5,48.0
EE6814,4.5,7.0
BD7927,2.4,37.0
FU8296,4.1,88.0
EE9576,3.9,83.0
CM5914,2.9,53.0
EF0893,2.6,94.0
EG0979,5.0,67.0
CK9797,3.5,69.0
B37706,4.6,16.0
CG6237,3.3,58.0
AW4591,3.5,99.0
DB3364,2.4,29.0
F35234,3.6,19.0
B37703,4.8,84.0
D97441,5.0,36.0
CM6023,4.9,44.0
CM6022,4.4,18.0
EH0166,2.4,29.0
EG0429,3.0,39.0
FU8298,1.5,48.0
FV0033,4.2,19.0
CL9987,2.4,21.0
FU8297,3.7,74.0
EF0573,3.1,34.0
EG0755,2.7,58.0
FW1970,3.6,1.0
BD7865,4.0,53.0
EG2211,2.8,31.0
D69234,3.7,31.0
EG2216,3.6,41.0
EG2007,4.8,37.0
CM6029,5.0,29.0
EF2479,2.7,64.0
EE9658,3.6,58.0
CM6028,2.2,45.0
EE7669,2.5,69.0
CM6027,2.2,15.0
EG2009,4.9,68.0
CM6007,1.5,5.0
CL9855,2.5,15.0
EF3504,5.0,22.0
EF0606,2.5,8.0
M20324,4.5,40.0
EG2659,5.0,78.0
FW5445,,
FW3136,3.7,47.0
EH1106,4.9,84.0
EH1943,2.7,50.0
EG0773,4.6,6.0
EG2799,3.8,98.0
EF9919,3.4,81.0
EE4599,3.4,39.0
EF9866,2.6,71.0
EF9908,3.4,62.0
CM6031,4.7,89.0
CM6012,5.0,35.0
EF9926,4.8,21.0
CM6013,4.7,7.0
D96931,3.4,58.0
BB3218,2.7,92.0
EH1875,4.8,55.0
CM6032,0.0,88.0
EG0691,4.4,26.0
G28220,3.9,42.0
FW0525,3.5,48.0
G26934,3.6,68.0
EF3509,1.0,43.0
EF3503,4.9,47.0
EF3505,4.4,30.0
CM6008,2.0,87.0
BC0980,4.6,6.0
EF9924,4.4,89.0
CJ1646-600,0.0,0.0
CT4328-101,0.0,0.0
CI3482-200,0.0,0.0
CD0479-200,0.0,0.0
CZ6156-101,0.0,0.0
CJ6314-146,0.0,0.0
CI0808-100,0.0,0.0
CJ0861-017,5.0,1.0
AT8242-009,2.7,14.0
CK2595-500,5.0,2.0
CD0490-104,5.0,9.0
315115-112,4.5,67.0
AV5186-101,0.0,0.0
CJ0860-668,0.0,0.0
AJ6910-009,4.4,48.0
BQ7043-668,4.4,34.0
CK2608-100,0.0,0.0
921733-104,4.3,16.0
CJ1379-001,0.0,0.0
CT1726-100,0.0,0.0
CT4525-001,0.0,0.0
923112-001,4.2,6.0
BQ3381-600,5.0,2.0
AO2982-076,4.4,22.0
CJ0277-002,0.0,0.0
AQ2730-009,,
CT1030-100,0.0,0.0
CK9671-001,4.0,1.0
BQ4632-602,4.3,4.0
CJ0280-001,0.0,0.0
AR6374-402,4.2,5.0
CU5646-001,5.0,1.0
AR4543-013,4.9,7.0
CI3707-100,0.0,0.0
CQ9500-100,0.0,0.0
CJ1642-002,0.0,0.0
CD0888-002,5.0,3.0
CI3868-001,0.0,0.0
CJ0636-100,1.0,1.0
852542-087,4.8,13.0
CK2351-601,4.9,7.0
BV0657-400,4.7,3.0
AT8000-104,0.0,0.0
554724-066,4.5,61.0
CJ0619-100,0.0,0.0
CJ0592-001,0.0,0.0
CT3867-001,0.0,0.0
CJ0267-001,0.0,0.0
AT7998-104,0.0,0.0
AT7898-104,0.0,0.0
CD5086-500,0.0,0.0
CJ0625-700,0.0,0.0
CT4352-104,0.0,0.0
CD3002-103,5.0,2.0
CD3460-010,4.5,31.0
CD3395-006,5.0,2.0
CQ6569-001,0.0,0.0
AT7997-606,0.0,0.0
CI3708-700,5.0,1.0
CT1104-700,0.0,0.0
CD5007-102,3.0,2.0
AT7995-104,0.0,0.0
BV9977-101,0.0,0.0
CD0200-003,5.0,1.0
BQ3177-100,4.5,47.0
DA4155-400,0.0,0.0
CJ0773-010,0.0,0.0
CQ0912-100,5.0,2.0
CT1099-093,0.0,0.0
CI1718-001,5.0,2.0
CD0490-101,5.0,9.0
AT7980-606,0.0,0.0
BQ3202-011,3.1,8.0
CD0113-400,5.0,1.0
CQ2344-100,0.0,0.0
AO4971-700,3.9,33.0
AV2605-101,3.7,27.0
AA1625-009,4.2,9.0
CK3022-005,,
AO7351-104,2.7,3.0
AJ9515-001,0.0,0.0
AO2434-101,0.0,0.0
CJ0861-010,5.0,1.0
AT1198-401,0.0,0.0
AT7996-606,0.0,0.0
CK2772-101,0.0,0.0
AQ7477-009,2.6,11.0
AQ5707-001,3.9,10.0
BV4584-001,5.0,2.0
CD6721-808,0.0,0.0
AO0566-606,2.8,5.0
AT5410-003,4.5,2.0
BV6348-300,2.6,20.0
CI3703-401,0.0,0.0
AT7946-414,5.0,2.0
BQ5401-001,2.9,12.0
BV7725-500,5.0,3.0
CU7623-002,3.5,2.0
CK5669-400,0.0,0.0
704939-103,4.3,8.0
CD5050-400,4.6,5.0
CK5836-100,5.0,1.0
CI1396-600,5.0,1.0
CD0916-001,5.0,1.0
BV1507-001,4.8,5.0
BQ6623-070,4.4,18.0
CD4156-606,0.0,0.0
CI3831-200,4.0,1.0
AO1741-003,3.7,3.0
AH8050-100,3.8,81.0
CD4159-606,0.0,0.0
CK4363-100,5.0,6.0
CN8490-100,5.0,3.0
CI9921-001,0.0,0.0
AO3269-717,4.0,3.0
CI9367-301,3.5,2.0
AT7960-104,0.0,0.0
AT8179-100,4.4,7.0
AV3866-001,5.0,1.0
AH1015-010,4.0,25.0
AT5293-004,3.1,7.0
AT7949-606,0.0,0.0
AT6395-002,4.0,6.0
CK6357-005,4.3,12.0
AV5555-001,4.3,9.0
310805-137,4.7,223.0
130690-017,4.5,24.0
CT1264-101,4.0,1.0
CK5668-600,0.0,0.0
BQ5427-401,0.0,0.0
AQ7497-300,5.0,3.0
CT4526-100,,
AH7378-801,0.0,0.0
CJ0404-001,0.0,0.0
CI3871-300,4.4,5.0
BQ2728-012,3.9,17.0
CT3110-400,0.0,0.0
CJ0270-601,0.0,0.0
CT8919-700,4.5,2.0
CT1020-001,0.0,0.0
CD5082-001,4.5,2.0
BV5739-500,4.7,3.0
CW4286-100,0.0,0.0
CD0887-201,5.0,3.0
CD5028-900,0.0,0.0
AJ6900-102,3.7,50.0
CI9842-500,5.0,2.0
CI0919-100,4.8,20.0
CK7200-800,0.0,0.0
487754-303,3.9,17.0
AH7249-118,3.0,1.0
CJ9684-001,5.0,2.0
AO0354-108,4.9,8.0
AT2863-100,3.1,54.0
832528-001,4.5,6.0
CD4371-001,4.6,68.0
AQ8830-016,4.1,17.0
AO9819-001,4.4,27.0
AR3863-101,0.0,0.0
CI3706-100,0.0,0.0
AT1369-103,0.0,0.0
AQ1189-009,3.7,31.0
CU5133-600,4.4,7.0
CK9670-100,0.0,0.0
CI5546-100,2.0,2.0
BQ6826-003,4.8,4.0
CU0814-102,4.0,1.0
AV4789-104,4.4,7.0
CJ3312-001,5.0,1.0
AR6631-004,3.8,24.0
BQ6166-003,3.7,31.0
CQ0492-001,4.5,2.0
918193-700,3.6,20.0
AQ0926-001,0.0,0.0
AQ7489-008,3.6,14.0
CD7070-009,4.6,15.0
AH7857-009,4.2,23.0
CT5229-001,0.0,0.0
CJ1300-401,0.0,0.0
880848-005,4.3,105.0
AT8240-003,4.0,30.0
942851-002,3.9,61.0
AR5677-200,4.6,12.0
CI9949-001,,
AJ6959-717,5.0,1.0
415445-102,4.1,94.0
BQ5422-200,4.2,30.0
AT7975-606,5.0,1.0
553558-125,4.6,34.0
AQ0925-002,0.0,0.0
CD6404-800,0.0,0.0
AQ4176-049,3.5,4.0
CT3632-001,0.0,0.0
CK2718-003,4.1,10.0
AO2924-401,4.2,62.0
AR4229-003,4.6,18.0
AQ8306-407,3.4,23.0
CD0881-104,4.7,9.0
CT5342-007,4.8,11.0
CI3705-600,0.0,0.0
AQ7878-003,1.0,1.0
AO0570-810,0.0,0.0
CT5528-001,0.0,0.0
CD7288-001,5.0,1.0
BQ5435-703,0.0,0.0
BV0612-001,3.0,4.0
CD2182-001,3.0,4.0
133000-106,0.0,0.0
CJ0579-400,0.0,0.0
BV0417-401,4.4,12.0
AQ2203-003,3.6,23.0
BV5502-600,5.0,1.0
CD7005-001,5.0,1.0
CD2803-001,4.0,1.0
CJ6971-001,3.7,3.0
AJ7695-100,0.0,0.0
640744-016,4.1,9.0
AQ2568-100,4.5,13.0
CT2007-100,5.0,1.0
CI3866-100,0.0,0.0
CU8861-460,0.0,0.0
AT6107-606,0.0,0.0
CJ0219-400,5.0,2.0
BQ5615-002,5.0,1.0
BQ3448-400,5.0,2.0
BV6344-001,3.7,19.0
CQ6639-001,0.0,0.0
AO2132-401,4.4,5.0
CD4363-103,4.8,5.0
CI3794-600,4.6,5.0
CK4126-001,0.0,0.0
CQ3317-001,0.0,0.0
AA8030-108,3.3,13.0
AO3622-006,0.0,0.0
AT7967-104,0.0,0.0
343881-412,4.3,12.0
AQ4312-107,4.6,23.0
CD0188-101,0.0,0.0
AA7406-006,3.0,6.0
CD0917-300,3.2,5.0
CI2666-400,3.7,11.0
AT5301-003,5.0,2.0
CD2153-001,5.0,1.0
AT7324-001,5.0,1.0
CJ0710-004,0.0,0.0
CK1069-001,0.0,0.0
CT3509-001,0.0,0.0
CD0191-009,0.0,0.0
AT3378-471,4.2,5.0
CD6105-007,0.0,0.0
CD4373-001,4.7,3.0
CD4173-606,0.0,0.0
AV1201-600,5.0,3.0
AV6337-003,4.5,4.0
CN6928-300,4.0,4.0
CD4372-004,4.2,29.0
AT5292-606,2.0,1.0
AQ2456-007,5.0,3.0
CJ0217-001,0.0,0.0
315122-001,4.5,78.0
CK0980-002,0.0,0.0
AR4225-003,4.2,6.0
CT3890-101,0.0,0.0
AT7999-414,0.0,0.0
CD4161-606,5.0,1.0
CD2189-002,4.5,2.0
CD6615-100,5.0,1.0
AO2605-600,0.0,0.0
864348-019,5.0,2.0
BQ5808-100,0.0,0.0
CN5501-046,0.0,0.0
BQ5102-400,4.5,2.0
CJ0588-001,0.0,0.0
BV7774-100,0.0,0.0
CI1694-300,5.0,1.0
631261-035,3.0,5.0
BQ4630-500,4.4,10.0
AT6099-606,5.0,1.0
AT5269-606,0.0,0.0
CN7664-800,5.0,1.0
CD4962-001,5.0,1.0
AO4568-600,4.7,45.0
705265-006,,
CJ0266-001,0.0,0.0
AA1636-406,3.6,10.0
BQ5190-101,5.0,1.0
CT2692-002,4.6,14.0
AO0577-717,0.0,0.0
CU3005-171,0.0,0.0
AA8018-101,4.3,10.0
AV6243-400,4.5,2.0
CT2535-001,0.0,0.0
BQ5430-401,0.0,0.0
AQ0927-100,0.0,0.0
AQ4126-100,4.5,2.0
918194-003,2.5,6.0
AO0578-717,0.0,0.0
CK0986-002,0.0,0.0
BQ5469-703,5.0,1.0
CT5063-100,0.0,0.0
488161-602,3.8,5.0
528895-003,4.4,25.0
CD4570-300,5.0,3.0
BQ3203-007,3.7,18.0
CU3013-070,0.0,0.0
CD6720-808,0.0,0.0
CJ5472-900,5.0,1.0
315123-111,4.5,13.0
849559-004,2.9,71.0
AO3095-100,5.0,2.0
AR8836-009,0.0,0.0
CT5062-100,0.0,0.0
CN2408-001,4.0,3.0
414571-030,3.9,34.0
CJ2586-100,4.4,9.0
BQ5240-200,4.8,4.0
CI1504-100,0.0,0.0
CK2630-700,4.1,18.0
CD5029-001,5.0,1.0
CD0189-001,0.0,0.0
CK1195-101,5.0,1.0
CJ1292-401,0.0,0.0
BQ8928-011,4.1,72.0
BV5841-800,4.0,1.0
CD4387-100,5.0,1.0
BV1712-001,0.0,0.0
BV7106-400,4.7,3.0
AQ2210-002,4.4,19.0
AQ2222-200,5.0,6.0
BQ4430-400,5.0,4.0
CD2717-001,4.3,3.0
943806-602,,
CN2932-100,4.6,8.0
CI9994-001,0.0,0.0
CN6916-100,4.0,6.0
CU2708-901,0.0,0.0
BQ6044-100,3.9,10.0
CD4365-003,4.3,3.0
749571-154,4.2,5.0
CI3835-002,5.0,1.0
CJ1306-401,0.0,0.0
CW6565-900,0.0,0.0
AO1742-004,5.0,4.0
AT6109-606,0.0,0.0
CD4172-606,0.0,0.0
AR4561-200,4.2,42.0
CD0132-001,0.0,0.0
BV1357-003,3.0,5.0
AT3381-008,2.4,5.0
AT7978-414,5.0,1.0
CJ6106-100,5.0,1.0
CK0089-100,0.0,0.0
CT7695-401,4.8,4.0
AO3258-080,4.0,5.0
BQ0129-106,3.5,2.0
AQ0114-101,4.8,6.0
AO1023-005,4.4,10.0
CW4409-100,5.0,1.0
BQ1896-002,4.1,11.0
AO3116-004,3.4,7.0
CI3870-100,0.0,0.0
CI2668-004,4.7,17.0
487471-003,4.2,12.0
CT2584-100,0.0,0.0
AQ5708-201,4.1,13.0
AR5676-401,4.2,9.0
AT6110-004,2.0,1.0
AQ7491-008,2.9,8.0
CI1291-400,5.0,3.0
CN5455-160,4.5,2.0
CD5036-100,5.0,1.0
CQ6278-001,0.0,0.0
CU3459-200,5.0,1.0
BQ3610-100,0.0,0.0
AT5303-100,2.7,3.0
CK2531-001,5.0,5.0
BQ3611-100,5.0,1.0
CV5515-001,0.0,0.0
AQ7487-201,3.8,6.0
AQ1289-003,3.9,25.0
881105-800,5.0,2.0
CI7523-002,,
CT7698-600,5.0,2.0
BQ9665-301,4.4,5.0
BV7766-100,2.7,3.0
832655-001,0.0,0.0
CK2719-400,2.2,5.0
554724-050,0.0,0.0
AO3189-600,3.5,6.0
AQ2731-500,4.4,26.0
AH1016-602,3.4,26.0
AJ6844-007,0.0,0.0
CN3591-002,5.0,1.0
CI1214-004,1.0,1.0
343880-090,4.1,33.0
CQ7731-900,4.6,5.0
CD4366-002,4.8,4.0
CI5646-200,4.8,5.0
CD4573-001,5.0,2.0
BQ5613-001,0.0,0.0
AT8241-002,4.8,12.0
BQ4631-100,0.0,0.0
AQ2567-002,5.0,1.0
844127-108,5.0,1.0
AT7993-414,0.0,0.0
CK3309-001,4.5,2.0
749747-010,1.5,2.0
634835-108,4.5,63.0
366731-100,3.8,4.0
CD3398-063,0.0,0.0
CT5064-001,0.0,0.0
BQ4424-700,5.0,1.0
AV4417-002,4.5,6.0
AO0571-606,5.0,1.0
AT6174-004,4.2,30.0
AR7718-001,3.4,5.0
AQ7488-004,0.0,0.0
AV4126-002,3.0,2.0
CK2085-002,,
CU0675-300,5.0,1.0
618919-031,4.1,8.0
BQ8927-102,4.2,45.0
921826-016,4.3,17.0
CK3314-400,5.0,1.0
BQ3378-002,3.0,1.0
BV7754-001,0.0,0.0
BV0415-300,4.9,17.0
AR5149-005,0.0,0.0
CQ7619-700,0.0,0.0
AQ4174-049,4.3,8.0
AJ1285-101,4.0,9.0
AV6259-500,5.0,5.0
AT5292-004,2.0,1.0
812654-011,4.2,25.0
CT5543-300,4.0,1.0
CU9174-600,5.0,1.0
CJ0509-001,0.0,0.0
CK3312-001,0.0,0.0
CT0624-100,0.0,0.0
CJ9712-001,4.5,4.0
CT1549-001,0.0,0.0
CD0683-600,3.0,1.0
BQ3212-600,4.5,6.0
807471-101,4.5,34.0
AT6175-100,4.6,16.0
AH6789-023,3.9,63.0
AT7996-414,0.0,0.0
922474-001,3.8,15.0
CI3898-200,5.0,3.0
CJ0882-001,0.0,0.0
BQ5467-101,4.0,2.0
AO3267-080,0.0,0.0
AQ7492-010,4.3,12.0
CJ0220-400,5.0,2.0
CQ6566-700,4.7,3.0
AJ4115-060,3.6,20.0
AQ1316-500,4.2,13.0
BV5740-101,0.0,0.0
CJ9681-001,0.0,0.0
AT6817-300,,
CD0431-107,4.7,3.0
AV4052-116,5.0,1.0
CK4122-100,0.0,0.0
AQ7483-001,4.5,2.0
CD8526-446,3.0,7.0
CJ1292-703,0.0,0.0
CI1396-004,5.0,1.0
807471-103,4.5,34.0
CJ1794-600,5.0,2.0
CK6360-001,4.8,5.0
CQ6549-001,5.0,1.0
AR5339-002,4.5,36.0
CD2053-105,5.0,2.0
CI7395-100,0.0,0.0
AT5673-700,0.0,0.0
BV7775-100,5.0,1.0
CI7815-602,5.0,2.0
CJ0818-146,0.0,0.0
CI1289-100,0.0,0.0
CD7287-003,0.0,0.0
AO2607-401,4.0,19.0
AO3424-001,1.0,1.0
BQ5972-001,0.0,0.0
313358-006,4.8,4.0
CI1290-100,5.0,2.0
BV6484-002,0.0,0.0
885118-001,4.6,12.0
BV7099-400,4.5,2.0
BV3387-400,0.0,0.0
849560-001,3.5,18.0
AA7408-008,3.2,15.0
BQ9138-601,5.0,1.0
AV5187-602,5.0,1.0
AA0287-002,3.6,5.0
BV7756-001,5.0,1.0
AR6632-603,3.5,11.0
AA1640-002,4.3,14.0
AA8027-109,4.0,3.0
AR4225-100,4.2,6.0
CD6964-002,4.0,1.0
CN7383-300,0.0,0.0
CI7388-600,5.0,1.0
BV7782-001,0.0,0.0
CK2630-001,4.1,18.0
CN6867-001,0.0,0.0
BQ7978-001,0.0,0.0
844896-002,0.0,0.0
BQ6046-010,3.7,3.0
CT5770-300,5.0,1.0
CU3004-176,0.0,0.0
CI3899-200,4.3,6.0
BV0389-001,0.0,0.0
CQ0989-002,4.0,1.0
CI7379-400,0.0,0.0
CN6881-300,0.0,0.0
CI3869-500,0.0,0.0
AV9370-001,5.0,2.0
BV1134-001,4.0,5.0
CT1531-001,0.0,0.0
AR7410-603,4.8,20.0
BQ5435-401,0.0,0.0
812655-011,4.0,53.0
325213-139,3.6,5.0
AO9820-001,4.1,8.0
AA1626-602,2.7,19.0
AQ8228-102,3.7,10.0
AH7858-010,2.8,11.0
CI1246-302,3.7,3.0
AO7353-105,4.5,2.0
CI3709-001,4.0,1.0
AA8022-107,3.8,4.0
CK3321-100,0.0,0.0
AO3108-018,4.0,13.0
CQ2503-900,4.3,3.0
AR9293-603,4.9,18.0
BV0614-005,3.0,4.0
CQ7620-001,0.0,0.0
BV1021-007,4.7,10.0
CJ0842-600,0.0,0.0
AV9373-002,0.0,0.0
807443-503,3.7,3.0
AO3166-300,5.0,3.0
CI3446-001,5.0,1.0
AR4347-600,1.0,1.0
CI3867-001,0.0,0.0
CQ0278-200,0.0,0.0
AT7968-606,0.0,0.0
BV7757-500,5.0,1.0
CD2722-001,3.3,3.0
AT6100-606,0.0,0.0
CT9155-063,3.0,1.0
CI1236-100,5.0,1.0
AH6799-300,4.0,4.0
CJ9585-600,0.0,0.0
